example_id                                                         | status  | run_time              |
./spec/features/budgets/ballots_spec.rb[1:2:1]                     | failed  | 2.86 seconds          |
./spec/features/budgets/ballots_spec.rb[1:2:2]                     | failed  | 2.69 seconds          |
./spec/features/budgets/ballots_spec.rb[1:2:3]                     | failed  | 0.61664 seconds       |
./spec/features/budgets/ballots_spec.rb[1:3:1]                     | failed  | 0.30006 seconds       |
./spec/features/budgets/ballots_spec.rb[1:3:2]                     | passed  | 0.54783 seconds       |
./spec/features/budgets/ballots_spec.rb[1:4]                       | passed  | 1.82 seconds          |
./spec/features/budgets/ballots_spec.rb[1:5]                       | failed  | 2.91 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:1]                     | failed  | 3.08 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:2]                     | failed  | 2.96 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:3]                     | failed  | 2.91 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:4]                     | failed  | 0.53989 seconds       |
./spec/features/budgets/ballots_spec.rb[1:6:5]                     | failed  | 0.63616 seconds       |
./spec/features/budgets/ballots_spec.rb[1:6:6]                     | failed  | 2.71 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:7]                     | failed  | 3.42 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:8]                     | failed  | 3.01 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:9]                     | failed  | 3.41 seconds          |
./spec/features/budgets/ballots_spec.rb[1:6:10]                    | failed  | 3 seconds             |
./spec/features/budgets/ballots_spec.rb[1:6:11]                    | failed  | 3.08 seconds          |
./spec/features/budgets/budgets_spec.rb[1:1]                       | failed  | 0.17135 seconds       |
./spec/features/budgets/budgets_spec.rb[1:2]                       | failed  | 0.16304 seconds       |
./spec/features/budgets/budgets_spec.rb[1:3:1:1]                   | failed  | 0.22189 seconds       |
./spec/features/budgets/budgets_spec.rb[1:3:1:2]                   | failed  | 0.21513 seconds       |
./spec/features/budgets/budgets_spec.rb[1:3:1:3]                   | failed  | 0.19865 seconds       |
./spec/features/budgets/investments_spec.rb[1:1]                   | failed  | 0.29571 seconds       |
./spec/features/budgets/investments_spec.rb[1:2:1]                 | failed  | 0.31235 seconds       |
./spec/features/budgets/investments_spec.rb[1:3:1]                 | failed  | 0.29769 seconds       |
./spec/features/budgets/investments_spec.rb[1:3:2]                 | failed  | 0.16838 seconds       |
./spec/features/budgets/investments_spec.rb[1:3:3]                 | failed  | 0.17731 seconds       |
./spec/features/budgets/investments_spec.rb[1:4:1]                 | failed  | 4.95 seconds          |
./spec/features/budgets/investments_spec.rb[1:4:2]                 | failed  | 1.44 seconds          |
./spec/features/budgets/investments_spec.rb[1:4:3]                 | failed  | 3.34 seconds          |
